,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2025-03-24,aapl,220.44091796875,221.1899357355996,218.29373979930335,220.71056863168138,44299500.0,0.0,-5.876551190330673,250.71206733371724,202.10812614772806,44.134114355150274,-68.4345257086205,21.353560428964617,231.20447642008463,234.00495223999025,17.479999542236328,26.38516079946263
0,2025-03-24,amd,113.8499984741211,114.8499984741211,109.4000015258789,109.7300033569336,53342000.0,0.0,-0.6452821483061939,110.57751431119907,93.71248584138881,50.86817524904661,94.02878883458953,27.046579299426103,105.43999989827473,112.56249987284342,17.479999542236328,26.38516079946263
0,2025-03-24,amzn,203.25999450683594,203.63999938964844,199.9499969482422,200.0,41625400.0,0.0,-6.330867318820822,215.0401505820504,187.52785021140664,45.360768757212064,-40.382929182637376,17.965249789145396,209.50033315022787,219.1583335876465,17.479999542236328,26.38516079946263
0,2025-03-24,cat,340.03277587890625,341.505664476846,337.6641756649479,338.9181172589585,2277200.0,0.0,-4.592944149172126,347.7957121187118,327.47390763226474,45.138185546738804,-24.06115581891979,15.192198789551972,341.8483581542969,356.5116251627604,17.479999542236328,26.38516079946263
0,2025-03-24,crwd,372.6400146484375,373.6300048828125,361.6600036621094,370.0,4146900.0,0.0,-7.557223094998108,408.22568751033594,316.00880955997656,49.97852613377634,-33.106091661016556,4.389287998364401,386.1028330485026,380.1397496541341,17.479999542236328,26.38516079946263
0,2025-03-24,googl,167.4772491455078,168.11648994593173,164.94032699026835,166.86800133324036,30879100.0,0.0,-4.9518257107973795,175.75094045234005,158.93425699639045,44.2170217889213,-52.66089891814433,32.091211585380194,172.72649180094402,183.59359029134114,17.479999542236328,26.38516079946263
0,2025-03-24,gs,577.2227783203125,579.8297787071011,570.207757268344,572.1480977463181,1877700.0,0.0,-14.586187507628438,627.6808406872713,506.07766150999436,48.56389847670168,-27.445655099011226,8.520417540585047,592.1378580729166,597.8752146402995,17.479999542236328,26.38516079946263
0,2025-03-24,hd,361.5232849121094,362.1792122815627,352.09190643963694,352.42980290345895,4023200.0,0.0,-11.041280957156232,398.9865407014687,335.60603132001563,42.79395166710536,-74.58447265061676,17.163031635465448,377.2139078776042,387.66991271972654,17.479999542236328,26.38516079946263
0,2025-03-24,ibm,246.8076171875,247.17518160831364,244.34401548225787,245.67515376866186,4753300.0,0.0,-0.7125235018997671,258.66888464077056,240.18350335971778,52.361596397910674,-75.21745452362113,4.895976015667294,252.2364929199219,240.12763239542645,17.479999542236328,26.38516079946263
0,2025-03-24,intc,24.219999313354492,24.989999771118164,24.1299991607666,24.719999313354492,69169000.0,0.0,0.6433294210076674,26.52426427102942,19.06673571371179,54.4598904234259,50.27814630239659,26.309386286977148,23.17333329518636,21.6214999516805,17.479999542236328,26.38516079946263
0,2025-03-24,meta,618.3742065429688,622.0613721273024,611.7293556256241,614.4971845902405,15741300.0,0.0,-19.241777570745967,681.9631518506837,562.0109997606444,47.77612872901395,-53.391721632953406,3.8874081544515033,650.748524983724,644.0749532063802,17.479999542236328,26.38516079946263
0,2025-03-24,msft,392.35968017578125,394.67543616141086,389.09568331150246,394.67543616141086,21004500.0,0.0,-5.417122078601153,402.35285833268773,376.00818292707794,45.203154229099766,-25.20914585389899,9.892938335181743,395.8254791259766,410.1716786702474,17.479999542236328,26.38516079946263
